merchant_id,merchant_name,merchant_category,merchant_country,onboarding_date
MERCH20432,Nova Store,Groceries,South Africa,2024-07-22
MERCH20433,Cloud Pay,Restaurants,Kenya,2024-08-09
MERCH20434,Nova Games,Electronics,Egypt,2026-04-25
MERCH20435,Quick Hub,Restaurants,South Africa,2024-07-05
MERCH20436,Quick Mart,Retail,Kenya,2026-05-06
MERCH20437,Sahara Hub,Restaurants,Nigeria,2024-03-20
MERCH20438,Swift Shop,Groceries,Nigeria,2022-11-28
MERCH20439,Imara Mart,Groceries,South Africa,2023-11-08
MERCH20440,Sunrise Tech,Groceries,Nigeria,2025-11-27
MERCH20441,Bright Hub,Travel,South Africa,2023-12-12
MERCH20442,Pesa Tech,Groceries,Uganda,2024-09-29
MERCH20443,Imara Hub,Airtime & Data,Nigeria,2022-06-05
MERCH20444,Prime Mobile,Retail,Tanzania,2024-01-21
MERCH20445,Jambo Plus,Retail,Nigeria,2023-04-23
MERCH20446,Sahara Travel,Transport,Nigeria,2025-09-13
MERCH20447,Swift Mobile,Retail,Kenya,2023-02-11
MERCH20448,Nova Shop,Retail,South Africa,2022-10-19
MERCH20449,Pesa Mobile,Healthcare,Egypt,2024-09-29
MERCH20450,Zawadi Games,Airtime & Data,Kenya,2023-08-18
MERCH20451,Sunrise Foods,Restaurants,Uganda,2024-03-14
MERCH20452,Pesa Exchange,Restaurants,Nigeria,2024-08-22
MERCH20453,Jambo Bet,Airtime & Data,South Africa,2023-04-17
MERCH20454,Quick Tech,Crypto Exchange,Tanzania,2022-10-22
MERCH20455,Quick Travel,Gaming,Ghana,2022-12-10
MERCH20456,Urban Bet,Healthcare,Tanzania,2026-03-25
MERCH20457,Mega Foods,Electronics,Egypt,2025-02-12
MERCH20458,Cloud Bet,Money Transfer,Nigeria,2024-05-15
MERCH20459,Mega Plus,Airtime & Data,Nigeria,2026-01-05
MERCH20460,Prime Express,Retail,South Africa,2023-03-12
MERCH20461,Mega Express,Airtime & Data,Tanzania,2023-06-09
MERCH20462,Afri Mart,Gaming,Rwanda,2022-12-06
MERCH20463,Urban Games,Transport,Kenya,2024-11-14
MERCH20464,Imara Mobile,Retail,South Africa,2026-03-17
MERCH20465,Mega Pay,Restaurants,Uganda,2023-01-23
MERCH20466,Apex Cards,Transport,Nigeria,2026-05-14
MERCH20467,Zawadi Travel,Airtime & Data,Ghana,2023-05-20
MERCH20468,Jambo Foods,Retail,South Africa,2025-12-11
MERCH20469,Imara Wallet,Utilities,Ghana,2023-02-24
MERCH20470,Metro Travel,Utilities,Kenya,2022-08-10
MERCH20471,Jambo Wallet,Utilities,Kenya,2024-07-31
MERCH20472,Bright Travel,Utilities,South Africa,2025-09-28
MERCH20473,Baobab Pay,Retail,Rwanda,2022-08-02
MERCH20474,Bright Mart,Groceries,Kenya,2025-09-17
MERCH20475,Prime Wallet,Airtime & Data,Ghana,2024-04-10
MERCH20476,Metro Exchange,Retail,Kenya,2025-07-06
MERCH20477,Zawadi Mobile,Utilities,Egypt,2026-01-06
MERCH20478,Nova Foods,Airtime & Data,Egypt,2022-07-30
MERCH20479,Cloud Bet,Retail,South Africa,2022-12-22
MERCH20480,Quick Tech,Gaming,South Africa,2023-03-08
MERCH20481,Metro Mobile,Airtime & Data,Egypt,2024-10-10
MERCH20482,Sunrise Foods,Groceries,South Africa,2024-10-12
MERCH20483,Kazi Travel,Healthcare,South Africa,2022-08-01
MERCH20484,Prime Wallet,Gift Cards,South Africa,2023-05-17
MERCH20485,Imara Plus,Crypto Exchange,Kenya,2024-08-13
MERCH20486,Afri Shop,Restaurants,Nigeria,2023-12-26
MERCH20487,Baobab Plus,Utilities,South Africa,2025-08-01
MERCH20488,Zawadi Mart,Healthcare,Egypt,2025-04-27
MERCH20489,Imara Express,Travel,Kenya,2023-03-13
MERCH20490,Mega Express,Retail,Nigeria,2022-08-07
MERCH20491,Metro Hub,Airtime & Data,Nigeria,2023-12-12
MERCH20492,Mega Cards,Airtime & Data,Uganda,2024-10-21
MERCH20493,Quick Bet,Restaurants,Nigeria,2024-01-30
MERCH20494,Jambo Shop,Utilities,Kenya,2023-06-12
MERCH20495,Swift Tech,Restaurants,Tanzania,2025-11-11
MERCH20496,Urban Express,Travel,Nigeria,2024-03-29
MERCH20497,Jambo Wallet,Retail,Tanzania,2022-08-02
MERCH20498,Nova Cards,Airtime & Data,Kenya,2022-07-20
MERCH20499,Urban Mart,Education,Uganda,2023-09-07
MERCH20500,Kazi Pay,Airtime & Data,Uganda,2024-04-22
MERCH20501,Swift Exchange,Utilities,Nigeria,2022-10-21
MERCH20502,Tula Wallet,Groceries,Kenya,2024-11-07
MERCH20503,Nova Hub,Money Transfer,Nigeria,2025-01-18
MERCH20504,Sahara Store,Retail,Nigeria,2023-07-25
MERCH20505,Bright Games,Groceries,Egypt,2024-06-19
MERCH20506,Urban Wallet,Retail,Kenya,2025-08-26
MERCH20507,Nova Express,Airtime & Data,Kenya,2024-07-19
MERCH20508,Cloud Wallet,Airtime & Data,South Africa,2022-12-17
MERCH20509,Pesa Exchange,Gaming,Egypt,2023-02-12
MERCH20510,Urban Express,Betting,Kenya,2024-05-06
MERCH20511,Imara Express,Electronics,Nigeria,2023-11-24
MERCH20512,Sunrise Wallet,Utilities,South Africa,2025-09-30
MERCH20513,Baobab Bet,Groceries,Nigeria,2025-11-28
MERCH20514,Tula Tech,Groceries,South Africa,2025-09-24
MERCH20515,Afri Plus,Groceries,South Africa,2024-11-19
MERCH20516,Sunrise Tech,Gift Cards,Ghana,2024-10-12
MERCH20517,Metro Mobile,Utilities,Egypt,2025-11-10
MERCH20518,Apex Exchange,Electronics,Kenya,2024-05-17
MERCH20519,Mega Cards,Airtime & Data,Kenya,2024-12-07
MERCH20520,Quick Games,Electronics,Kenya,2023-06-05
MERCH20521,Cloud Pay,Travel,Rwanda,2024-09-16
MERCH20522,Sahara Foods,Airtime & Data,Nigeria,2023-09-25
MERCH20523,Baobab Pay,Airtime & Data,Nigeria,2026-01-03
MERCH20524,Bright Hub,Retail,Nigeria,2024-07-06
MERCH20525,Zawadi Pay,Groceries,South Africa,2024-06-01
MERCH20526,Cloud Foods,Groceries,Nigeria,2025-03-14
MERCH20527,Tula Hub,Travel,South Africa,2025-04-14
MERCH20528,Cloud Foods,Restaurants,Kenya,2026-02-20
MERCH20529,Cloud Travel,Retail,Egypt,2022-11-22
MERCH20530,Afri Games,Transport,Uganda,2025-12-11
MERCH20531,Metro Mart,Airtime & Data,Nigeria,2023-02-26
MERCH20532,Quick Mart,Electronics,Kenya,2026-04-18
MERCH20533,Metro Games,Groceries,Nigeria,2024-03-26
MERCH20534,Sunrise Hub,Groceries,Kenya,2026-04-22
MERCH20535,Baobab Games,Betting,Tanzania,2023-10-15
MERCH20536,Mega Foods,Gaming,Rwanda,2023-03-15
MERCH20537,Afri Games,Groceries,Nigeria,2023-05-08
MERCH20538,Sahara Exchange,Retail,Egypt,2022-11-20
MERCH20539,Urban Express,Electronics,Egypt,2023-09-26
MERCH20540,Tula Travel,Airtime & Data,Egypt,2024-12-16
MERCH20541,Quick Hub,Groceries,Kenya,2025-02-23
MERCH20542,Metro Store,Healthcare,Tanzania,2026-02-03
MERCH20543,Prime Express,Electronics,Nigeria,2024-12-24
MERCH20544,Baobab Express,Electronics,Egypt,2025-12-12
MERCH20545,Zawadi Games,Utilities,Nigeria,2022-11-19
MERCH20546,Jambo Cards,Transport,Uganda,2024-03-23
MERCH20547,Quick Travel,Utilities,Nigeria,2026-05-09
MERCH20548,Cloud Mart,Transport,Kenya,2023-10-22
MERCH20549,Nova Plus,Retail,Kenya,2025-03-18
MERCH20550,Swift Mobile,Transport,Nigeria,2025-09-30
MERCH20551,Afri Foods,Airtime & Data,Nigeria,2023-04-23
MERCH20552,Mega Wallet,Retail,Egypt,2024-03-24
MERCH20553,Urban Exchange,Retail,Kenya,2022-10-07
MERCH20554,Sahara Foods,Utilities,Nigeria,2023-02-22
MERCH20555,Afri Plus,Groceries,South Africa,2025-12-20
MERCH20556,Pesa Plus,Healthcare,Egypt,2022-10-06
MERCH20557,Baobab Travel,Utilities,South Africa,2023-11-13
MERCH20558,Urban Mart,Retail,Egypt,2024-12-31
MERCH20559,Afri Cards,Groceries,Egypt,2023-05-03
MERCH20560,Swift Foods,Airtime & Data,Kenya,2023-02-09
MERCH20561,Urban Exchange,Groceries,Nigeria,2023-07-18
MERCH20562,Urban Cards,Airtime & Data,Tanzania,2026-04-17
MERCH20563,Imara Bet,Electronics,South Africa,2023-06-28
MERCH20564,Jambo Pay,Transport,Rwanda,2022-12-07
MERCH20565,Imara Tech,Utilities,Rwanda,2025-07-07
MERCH20566,Quick Wallet,Groceries,Kenya,2024-04-29
MERCH20567,Pesa Plus,Groceries,South Africa,2024-12-28
MERCH20568,Metro Games,Money Transfer,Egypt,2025-08-15
MERCH20569,Imara Cards,Airtime & Data,South Africa,2023-10-21
MERCH20570,Pesa Cards,Crypto Exchange,Kenya,2022-09-10
MERCH20571,Mega Plus,Retail,South Africa,2023-09-27
MERCH20572,Swift Express,Crypto Exchange,Ghana,2023-09-02
MERCH20573,Urban Express,Utilities,South Africa,2026-03-29
MERCH20574,Apex Exchange,Betting,Egypt,2024-06-25
MERCH20575,Metro Travel,Gaming,Kenya,2024-12-27
MERCH20576,Bright Express,Utilities,Nigeria,2023-11-16
MERCH20577,Zawadi Wallet,Crypto Exchange,Kenya,2025-04-23
MERCH20578,Swift Games,Airtime & Data,South Africa,2022-08-21
MERCH20579,Urban Hub,Utilities,Kenya,2023-08-10
MERCH20580,Imara Store,Airtime & Data,Nigeria,2024-01-15
MERCH20581,Tula Store,Groceries,Egypt,2026-05-16
MERCH20582,Afri Mart,Transport,Kenya,2025-10-20
MERCH20583,Tula Plus,Transport,Nigeria,2025-05-26
MERCH20584,Cloud Exchange,Airtime & Data,Egypt,2023-06-01
MERCH20585,Metro Games,Airtime & Data,Egypt,2023-05-18
MERCH20586,Apex Mart,Groceries,Egypt,2025-12-22
MERCH20587,Baobab Games,Healthcare,South Africa,2026-02-06
MERCH20588,Bright Mart,Airtime & Data,South Africa,2024-07-12
MERCH20589,Nova Shop,Retail,South Africa,2023-12-20
MERCH20590,Nova Express,Retail,Ghana,2024-09-15
MERCH20591,Nova Wallet,Electronics,Nigeria,2022-09-09
MERCH20592,Cloud Hub,Transport,Kenya,2024-01-30
MERCH20593,Prime Travel,Gift Cards,Tanzania,2023-12-01
MERCH20594,Afri Tech,Transport,Ghana,2024-04-12
MERCH20595,Jambo Exchange,Airtime & Data,Egypt,2025-08-26
MERCH20596,Sahara Games,Money Transfer,Ghana,2025-08-07
MERCH20597,Pesa Tech,Retail,South Africa,2024-02-23
MERCH20598,Imara Exchange,Utilities,Rwanda,2025-07-05
MERCH20599,Nova Travel,Transport,Kenya,2024-06-30
MERCH20600,Zawadi Travel,Groceries,Nigeria,2026-04-10
MERCH20601,Sunrise Store,Airtime & Data,Nigeria,2024-05-06
MERCH20602,Metro Mart,Groceries,Tanzania,2022-07-13
MERCH20603,Baobab Plus,Groceries,Kenya,2026-03-26
MERCH20604,Baobab Travel,Utilities,Tanzania,2024-08-04
MERCH20605,Mega Games,Transport,Kenya,2022-08-04
MERCH20606,Cloud Travel,Retail,Rwanda,2024-12-15
MERCH20607,Swift Wallet,Restaurants,Kenya,2023-07-07
MERCH20608,Baobab Mobile,Transport,Kenya,2022-08-12
MERCH20609,Prime Games,Utilities,Uganda,2025-07-11
MERCH20610,Baobab Exchange,Education,Uganda,2026-04-25
MERCH20611,Baobab Travel,Retail,Nigeria,2022-08-28
MERCH20612,Cloud Games,Groceries,South Africa,2024-07-21
MERCH20613,Kazi Shop,Retail,Kenya,2023-10-19
MERCH20614,Zawadi Tech,Groceries,Uganda,2026-05-21
MERCH20615,Quick Pay,Healthcare,Tanzania,2025-11-19
MERCH20616,Jambo Pay,Utilities,Tanzania,2025-05-31
MERCH20617,Quick Pay,Groceries,Tanzania,2022-10-24
MERCH20618,Mega Mart,Utilities,Ghana,2023-04-20
MERCH20619,Apex Express,Retail,Nigeria,2023-01-28
MERCH20620,Cloud Plus,Education,Rwanda,2026-03-20
MERCH20621,Baobab Exchange,Airtime & Data,Nigeria,2023-09-21
MERCH20622,Metro Tech,Airtime & Data,Rwanda,2022-07-12
MERCH20623,Metro Shop,Restaurants,Nigeria,2025-04-18
MERCH20624,Apex Express,Money Transfer,South Africa,2025-05-16
MERCH20625,Urban Mobile,Travel,Ghana,2023-11-20
MERCH20626,Pesa Bet,Gaming,Nigeria,2026-04-07
MERCH20627,Sahara Cards,Electronics,Nigeria,2025-09-22
MERCH20628,Pesa Bet,Restaurants,Egypt,2024-08-28
MERCH20629,Cloud Wallet,Transport,Nigeria,2022-06-08
MERCH20630,Mega Store,Retail,South Africa,2025-12-17
MERCH20631,Baobab Wallet,Crypto Exchange,Ghana,2022-09-04
MERCH20632,Sunrise Store,Electronics,Kenya,2024-02-13
MERCH20633,Nova Shop,Retail,Nigeria,2025-10-10
MERCH20634,Sunrise Mobile,Healthcare,Nigeria,2023-12-28
MERCH20635,Kazi Plus,Betting,Nigeria,2023-12-13
MERCH20636,Swift Store,Utilities,Kenya,2026-03-05
MERCH20637,Baobab Travel,Betting,Kenya,2024-06-05
MERCH20638,Quick Exchange,Airtime & Data,Egypt,2026-02-22
MERCH20639,Imara Tech,Airtime & Data,Nigeria,2026-01-13
MERCH20640,Kazi Games,Utilities,Tanzania,2025-07-03
MERCH20641,Apex Express,Airtime & Data,Kenya,2022-12-14
MERCH20642,Apex Plus,Retail,Egypt,2023-05-02
MERCH20643,Kazi Mart,Utilities,Nigeria,2024-12-04
MERCH20644,Prime Express,Utilities,South Africa,2023-10-26
MERCH20645,Swift Shop,Airtime & Data,South Africa,2025-05-25
MERCH20646,Nova Tech,Groceries,Kenya,2025-07-30
MERCH20647,Pesa Express,Healthcare,Kenya,2024-04-04
MERCH20648,Pesa Games,Utilities,Tanzania,2024-08-01
MERCH20649,Metro Exchange,Money Transfer,Nigeria,2023-05-30
MERCH20650,Jambo Hub,Restaurants,Kenya,2025-04-28
MERCH20651,Prime Express,Restaurants,South Africa,2022-06-30
MERCH20652,Zawadi Tech,Betting,Kenya,2022-12-06
MERCH20653,Sahara Travel,Groceries,South Africa,2024-09-13
MERCH20654,Pesa Foods,Education,Nigeria,2022-06-21
MERCH20655,Sahara Shop,Retail,Nigeria,2023-03-01
MERCH20656,Apex Pay,Healthcare,Kenya,2023-07-18
MERCH20657,Quick Games,Gift Cards,Nigeria,2023-05-23
MERCH20658,Baobab Hub,Groceries,Nigeria,2025-06-07
MERCH20659,Prime Pay,Healthcare,Egypt,2023-10-05
MERCH20660,Apex Exchange,Education,Ghana,2025-12-23
MERCH20661,Cloud Games,Restaurants,Uganda,2024-10-03
MERCH20662,Metro Games,Utilities,Kenya,2025-07-07
MERCH20663,Quick Bet,Utilities,Ghana,2025-12-14
MERCH20664,Cloud Tech,Restaurants,Nigeria,2024-03-25
MERCH20665,Imara Mart,Healthcare,Ghana,2025-05-22
MERCH20666,Prime Foods,Retail,Kenya,2025-09-09
MERCH20667,Prime Wallet,Groceries,Nigeria,2024-08-20
MERCH20668,Pesa Games,Groceries,South Africa,2024-09-18
MERCH20669,Nova Tech,Airtime & Data,Egypt,2022-10-28
MERCH20670,Pesa Tech,Groceries,Ghana,2024-06-08
MERCH20671,Quick Tech,Groceries,Nigeria,2023-02-22
MERCH20672,Apex Games,Education,Nigeria,2024-02-13
MERCH20673,Prime Mart,Retail,Ghana,2023-06-28
MERCH20674,Prime Hub,Healthcare,Ghana,2025-04-24
MERCH20675,Zawadi Express,Airtime & Data,Egypt,2024-10-16
MERCH20676,Quick Games,Groceries,Uganda,2026-05-25
MERCH20677,Zawadi Mart,Groceries,Kenya,2025-02-16
MERCH20678,Prime Mart,Groceries,Uganda,2025-12-19
MERCH20679,Sunrise Express,Money Transfer,South Africa,2023-07-29
MERCH20680,Pesa Plus,Gift Cards,Nigeria,2025-03-28
MERCH20681,Sahara Tech,Utilities,Kenya,2024-08-27
MERCH20682,Jambo Mobile,Betting,South Africa,2025-10-20
MERCH20683,Imara Plus,Airtime & Data,South Africa,2025-05-12
MERCH20684,Prime Travel,Healthcare,Tanzania,2025-05-30
MERCH20685,Kazi Travel,Restaurants,Nigeria,2024-09-19
MERCH20686,Mega Mobile,Transport,Ghana,2025-09-02
MERCH20687,Jambo Cards,Money Transfer,South Africa,2026-04-18
MERCH20688,Pesa Shop,Money Transfer,Egypt,2023-08-21
MERCH20689,Metro Shop,Money Transfer,Tanzania,2023-03-19
MERCH20690,Sahara Hub,Airtime & Data,South Africa,2022-12-14
MERCH20691,Imara Tech,Electronics,Nigeria,2025-01-27
MERCH20692,Apex Mobile,Airtime & Data,Ghana,2024-04-27
MERCH20693,Afri Tech,Utilities,Ghana,2022-08-11
MERCH20694,Imara Hub,Airtime & Data,Rwanda,2024-06-04
MERCH20695,Apex Travel,Airtime & Data,Ghana,2022-09-07
MERCH20696,Urban Travel,Transport,Kenya,2024-02-28
MERCH20697,Baobab Exchange,Transport,Egypt,2022-06-06
MERCH20698,Sunrise Foods,Restaurants,Nigeria,2023-02-06
MERCH20699,Pesa Express,Travel,Ghana,2023-09-08
MERCH20700,Imara Pay,Groceries,Egypt,2026-01-19
MERCH20701,Quick Travel,Money Transfer,Rwanda,2022-07-15
MERCH20702,Tula Plus,Electronics,Egypt,2023-04-29
MERCH20703,Baobab Bet,Airtime & Data,Nigeria,2025-11-15
MERCH20704,Kazi Tech,Transport,Kenya,2026-04-20
MERCH20705,Tula Exchange,Restaurants,Rwanda,2024-06-06
MERCH20706,Sahara Plus,Groceries,Kenya,2026-04-06
MERCH20707,Baobab Cards,Gift Cards,Kenya,2025-04-04
MERCH20708,Tula Travel,Airtime & Data,Tanzania,2023-11-16
MERCH20709,Swift Travel,Money Transfer,Nigeria,2025-03-15
MERCH20710,Imara Wallet,Electronics,Kenya,2025-08-24
MERCH20711,Tula Exchange,Electronics,South Africa,2025-12-23
MERCH20712,Imara Mobile,Groceries,Nigeria,2024-02-02
MERCH20713,Sunrise Hub,Money Transfer,Nigeria,2022-10-29
MERCH20714,Prime Store,Retail,South Africa,2025-03-19
MERCH20715,Swift Mobile,Money Transfer,Rwanda,2022-08-04
MERCH20716,Metro Mart,Restaurants,Kenya,2024-09-01
MERCH20717,Swift Travel,Healthcare,Nigeria,2025-04-07
MERCH20718,Tula Wallet,Airtime & Data,Tanzania,2024-07-08
MERCH20719,Swift Travel,Electronics,Kenya,2025-09-12
MERCH20720,Pesa Express,Crypto Exchange,Rwanda,2025-09-03
MERCH20721,Nova Wallet,Airtime & Data,Nigeria,2022-06-19
MERCH20722,Urban Foods,Airtime & Data,South Africa,2025-03-26
MERCH20723,Sahara Store,Electronics,Kenya,2024-07-30
MERCH20724,Nova Hub,Retail,Nigeria,2023-12-12
MERCH20725,Mega Mobile,Airtime & Data,Ghana,2024-01-05
MERCH20726,Apex Store,Gift Cards,Rwanda,2025-10-28
MERCH20727,Sahara Bet,Groceries,Nigeria,2026-01-21
MERCH20728,Pesa Express,Money Transfer,Uganda,2024-12-07
MERCH20729,Jambo Express,Groceries,Kenya,2025-03-16
MERCH20730,Pesa Plus,Healthcare,Kenya,2024-05-11
MERCH20731,Cloud Foods,Airtime & Data,Tanzania,2026-05-03
MERCH20732,Afri Cards,Education,South Africa,2025-04-10
MERCH20733,Sahara Express,Healthcare,Kenya,2023-10-28
MERCH20734,Pesa Cards,Airtime & Data,Kenya,2025-11-12
MERCH20735,Nova Travel,Airtime & Data,Egypt,2022-12-24
MERCH20736,Zawadi Games,Electronics,Kenya,2022-09-12
MERCH20737,Pesa Mobile,Groceries,Ghana,2025-05-25
MERCH20738,Quick Games,Airtime & Data,Tanzania,2025-02-09
MERCH20739,Tula Store,Utilities,South Africa,2025-06-01
MERCH20740,Pesa Tech,Retail,Uganda,2022-11-13
MERCH20741,Nova Plus,Utilities,Kenya,2024-02-05
MERCH20742,Afri Travel,Education,Nigeria,2025-02-26
MERCH20743,Afri Mobile,Electronics,Kenya,2023-03-06
MERCH20744,Swift Exchange,Airtime & Data,Nigeria,2025-06-08
MERCH20745,Bright Mobile,Retail,Egypt,2022-09-23
MERCH20746,Nova Hub,Retail,Tanzania,2024-06-05
MERCH20747,Baobab Pay,Utilities,Kenya,2024-12-22
MERCH20748,Imara Exchange,Electronics,Nigeria,2025-09-10
MERCH20749,Tula Travel,Airtime & Data,Nigeria,2023-03-18
MERCH20750,Sunrise Mart,Transport,Nigeria,2025-10-08
MERCH20751,Tula Mart,Money Transfer,Kenya,2022-09-19
MERCH20752,Metro Store,Healthcare,Egypt,2024-03-14
MERCH20753,Tula Plus,Restaurants,Tanzania,2024-12-17
MERCH20754,Nova Shop,Retail,Kenya,2023-12-29
MERCH20755,Metro Bet,Gaming,Uganda,2024-11-28
MERCH20756,Zawadi Express,Transport,Egypt,2023-01-31
MERCH20757,Pesa Exchange,Retail,Nigeria,2024-07-14
MERCH20758,Sahara Travel,Restaurants,South Africa,2026-02-24
MERCH20759,Swift Exchange,Electronics,Ghana,2025-06-09
MERCH20760,Pesa Wallet,Utilities,Kenya,2026-01-17
MERCH20761,Tula Store,Education,Kenya,2023-11-05
MERCH20762,Bright Mart,Retail,South Africa,2023-02-13
MERCH20763,Jambo Exchange,Groceries,Kenya,2024-06-25
MERCH20764,Jambo Travel,Money Transfer,Egypt,2022-08-12
MERCH20765,Zawadi Cards,Transport,South Africa,2026-03-24
MERCH20766,Metro Games,Transport,South Africa,2025-01-03
MERCH20767,Prime Store,Transport,Ghana,2023-06-29
MERCH20768,Nova Mobile,Gaming,South Africa,2023-12-03
MERCH20769,Quick Plus,Retail,Uganda,2022-12-02
MERCH20770,Pesa Tech,Electronics,Ghana,2025-11-30
MERCH20771,Swift Cards,Retail,Nigeria,2023-12-13
MERCH20772,Jambo Pay,Travel,South Africa,2026-02-07
MERCH20773,Sahara Bet,Electronics,Nigeria,2024-06-05
MERCH20774,Prime Shop,Crypto Exchange,Tanzania,2022-12-19
MERCH20775,Pesa Mobile,Transport,Nigeria,2025-08-19
MERCH20776,Apex Travel,Airtime & Data,Nigeria,2023-04-03
MERCH20777,Bright Express,Gaming,Kenya,2024-05-12
MERCH20778,Cloud Mart,Healthcare,Nigeria,2022-08-23
MERCH20779,Tula Mart,Transport,Ghana,2025-01-17
MERCH20780,Zawadi Foods,Electronics,Kenya,2025-09-30
MERCH20781,Prime Express,Retail,Rwanda,2024-10-23
MERCH20782,Cloud Games,Education,South Africa,2024-11-22
MERCH20783,Zawadi Games,Crypto Exchange,Egypt,2024-03-22
MERCH20784,Urban Hub,Education,Kenya,2026-03-12
MERCH20785,Mega Mobile,Electronics,Nigeria,2025-08-09
MERCH20786,Cloud Mart,Education,Nigeria,2023-04-28
MERCH20787,Bright Exchange,Healthcare,South Africa,2022-11-22
MERCH20788,Prime Cards,Healthcare,Ghana,2024-10-07
MERCH20789,Jambo Plus,Crypto Exchange,Nigeria,2025-06-04
MERCH20790,Cloud Games,Healthcare,Egypt,2023-12-25
MERCH20791,Pesa Bet,Groceries,South Africa,2024-12-01
MERCH20792,Metro Travel,Utilities,Nigeria,2024-08-18
MERCH20793,Imara Wallet,Airtime & Data,Tanzania,2026-03-12
MERCH20794,Sunrise Shop,Education,Kenya,2023-08-01
MERCH20795,Imara Games,Utilities,Ghana,2023-07-29
MERCH20796,Quick Wallet,Gaming,Tanzania,2025-01-27
MERCH20797,Baobab Express,Utilities,South Africa,2023-02-06
MERCH20798,Apex Shop,Money Transfer,Ghana,2025-07-03
MERCH20799,Urban Wallet,Gaming,Kenya,2023-07-30
MERCH20800,Kazi Express,Crypto Exchange,Kenya,2024-03-23
MERCH20801,Sahara Foods,Groceries,South Africa,2023-05-21
MERCH20802,Mega Tech,Retail,Nigeria,2025-04-05
MERCH20803,Afri Shop,Electronics,Nigeria,2025-11-10
MERCH20804,Urban Store,Gaming,Nigeria,2025-03-09
MERCH20805,Kazi Mobile,Retail,Kenya,2024-12-24
MERCH20806,Jambo Bet,Utilities,South Africa,2026-05-07
MERCH20807,Swift Cards,Airtime & Data,Nigeria,2024-06-11
MERCH20808,Apex Bet,Restaurants,Kenya,2023-06-09
MERCH20809,Sahara Foods,Travel,Uganda,2025-05-26
MERCH20810,Afri Cards,Betting,Ghana,2024-02-06
MERCH20811,Baobab Store,Restaurants,Nigeria,2022-08-30
MERCH20812,Mega Travel,Gift Cards,South Africa,2024-10-28
MERCH20813,Jambo Travel,Education,Tanzania,2023-12-06
MERCH20814,Apex Exchange,Restaurants,Nigeria,2022-06-11
MERCH20815,Afri Wallet,Groceries,Uganda,2023-10-21
MERCH20816,Urban Exchange,Retail,South Africa,2025-04-21
MERCH20817,Prime Store,Restaurants,Nigeria,2026-02-04
MERCH20818,Kazi Travel,Groceries,South Africa,2026-01-30
MERCH20819,Urban Bet,Gaming,South Africa,2023-09-20
MERCH20820,Nova Express,Groceries,Uganda,2025-12-11
MERCH20821,Prime Cards,Betting,Tanzania,2023-08-14
MERCH20822,Quick Store,Groceries,South Africa,2022-09-30
MERCH20823,Metro Mobile,Utilities,South Africa,2026-03-04
MERCH20824,Zawadi Store,Education,Kenya,2024-01-28
MERCH20825,Nova Wallet,Betting,Egypt,2025-09-20
MERCH20826,Metro Mart,Groceries,Egypt,2025-11-21
MERCH20827,Afri Bet,Airtime & Data,Rwanda,2025-05-15
MERCH20828,Kazi Hub,Transport,Nigeria,2023-12-12
MERCH20829,Baobab Games,Betting,Ghana,2022-08-22
MERCH20830,Mega Plus,Restaurants,Rwanda,2025-09-23
MERCH20831,Pesa Mart,Transport,South Africa,2023-05-29
MERCH20832,Tula Tech,Airtime & Data,Nigeria,2026-01-24
MERCH20833,Zawadi Cards,Groceries,Kenya,2023-03-17
MERCH20834,Kazi Tech,Groceries,Rwanda,2022-10-01
MERCH20835,Kazi Tech,Healthcare,South Africa,2025-10-23
MERCH20836,Jambo Tech,Gaming,Egypt,2022-10-30
MERCH20837,Nova Travel,Utilities,Kenya,2026-02-25
MERCH20838,Tula Wallet,Transport,South Africa,2023-03-24
MERCH20839,Baobab Bet,Electronics,Uganda,2025-02-14
MERCH20840,Zawadi Express,Airtime & Data,South Africa,2023-09-27
MERCH20841,Pesa Store,Restaurants,Nigeria,2025-10-31
MERCH20842,Sunrise Cards,Gaming,Nigeria,2023-06-24
MERCH20843,Prime Mobile,Airtime & Data,Kenya,2024-04-30
MERCH20844,Prime Store,Airtime & Data,Kenya,2024-12-29
MERCH20845,Zawadi Travel,Groceries,Nigeria,2022-12-16
MERCH20846,Zawadi Tech,Transport,South Africa,2023-12-27
MERCH20847,Zawadi Store,Restaurants,Tanzania,2025-05-14
MERCH20848,Urban Games,Gift Cards,Rwanda,2026-05-24
MERCH20849,Zawadi Store,Transport,Kenya,2025-12-11
MERCH20850,Prime Exchange,Utilities,Nigeria,2026-04-27
MERCH20851,Apex Wallet,Groceries,Kenya,2025-11-15
MERCH20852,Metro Mart,Gaming,Nigeria,2025-05-04
MERCH20853,Nova Mobile,Electronics,South Africa,2023-03-28
MERCH20854,Urban Foods,Transport,Nigeria,2023-02-11
MERCH20855,Prime Games,Restaurants,Egypt,2026-04-03
MERCH20856,Quick Foods,Groceries,Kenya,2022-11-26
MERCH20857,Urban Mart,Transport,South Africa,2024-03-07
MERCH20858,Kazi Exchange,Groceries,Rwanda,2023-02-14
MERCH20859,Bright Travel,Electronics,Kenya,2024-05-22
MERCH20860,Apex Foods,Gaming,Rwanda,2023-09-26
MERCH20861,Swift Mart,Gaming,Egypt,2024-05-24
MERCH20862,Cloud Pay,Groceries,Nigeria,2025-10-23
MERCH20863,Zawadi Shop,Restaurants,Nigeria,2023-04-26
